,name,company,year,Price,kms_driven,fuel_type
1233,Volkswagen Scirocco 1.4,Volkswagen,2013,375000000,20000,Bensin
1234,Isuzu Panther,Isuzu,1997,55000000,25000,Diesel
1235,Toyota Kijang Pick-Up,Toyota,2005,62500000,100000,Bensin
1236,Mitsubishi,Mitsubishi,2014,175000000,80000,Diesel
1237,Daihatsu Sigra,Daihatsu,2019,109000000,5000,Bensin
1238,Mercedes-Benz CLA-Class,Mercedes-Benz,2016,415000000,15000,Bensin
1239,Suzuki APV GX,Suzuki,2015,110000000,45000,Bensin
1240,Ford Fiesta Sport,Ford,2011,95000000,70000,Bensin
1241,Mitsubishi Pajero Sport,Mitsubishi,2015,275000000,100000,Diesel
1242,Mercedes-Benz E-Class E250,Mercedes-Benz,2012,575000000,25000,Bensin
1243,Chevrolet Captiva,Chevrolet,2010,128000000,110000,Diesel
1244,Chevrolet Spin LTZ,Chevrolet,2013,93000000,100000,Bensin
1245,Mercedes-Benz E-Class E300,Mercedes-Benz,1988,52000000,105000,Bensin
1246,KIA Travello,KIA,2006,50000000,180000,Diesel
1247,Datsun Go+ Panca,Datsun,2016,73000000,95000,Bensin
1248,Datsun Go Panca,Datsun,2019,113000000,5000,Bensin
1249,Suzuki Carry Pick-up,Suzuki,2018,120000000,15000,Bensin
1250,Nissan Livina,Nissan,2008,69000000,150000,Bensin
1251,Mazda CX-3 Touring,Mazda,2017,315000000,30000,Bensin
1252,BMW Serie 6,BMW,2013,895000000,15000,Bensin
1253,Fiat Abart,Fiat,2013,460000000,20000,Bensin
1254,Honda Jazz,Honda,2014,177000000,50000,Bensin
1255,KIA Picanto SE,KIA,2012,79000000,130000,Bensin
1256,Mazda 6,Mazda,2013,275000000,35000,Bensin
1257,Toyota Innova V,Toyota,2012,210000000,85000,Diesel
1258,BMW X5 E53,BMW,2003,145000000,95000,Bensin
1259,Volkswagen Touareg TDI,Volkswagen,2008,325000000,90000,Diesel
1260,Mitsubishi Grandis,Mitsubishi,2005,95000000,135000,Bensin
1261,BMW Serie 5,BMW,1998,60000000,205000,Bensin
1262,Mazda Biante 2.0,Mazda,2013,215000000,20000,Bensin
1263,Ford Everest XLT,Ford,2014,239000000,105000,Diesel
1264,Nissan Livina X-Gear,Nissan,2014,117000000,70000,Bensin
1265,Mazda CX-5 Elite,Mazda,2013,205000000,120000,Bensin
1266,Honda CR-V,Honda,2008,143000000,95000,Bensin
1267,Ford Everest XLT,Ford,2007,125000000,135000,Diesel
1268,Honda Jazz GK,Honda,2016,187000000,70000,Bensin
1269,BMW Serie 5,BMW,2018,1075000000,15000,Bensin
1270,Mitsubishi L300 Pick,Mitsubishi,2014,140000000,80000,Diesel
1271,Chevrolet Spark LT,Chevrolet,2011,69000000,95000,Bensin
1272,Hyundai H-1 Royale,Hyundai,2012,195000000,110000,Diesel
1273,Isuzu Elf Minibus,Isuzu,2013,290000000,225000,Diesel
1274,BMW Serie 7,BMW,2012,725000000,45000,Bensin
1275,BMW Serie 5,BMW,2008,189000000,30000,Bensin
1276,KIA Picanto M/T,KIA,2013,82000000,55000,Bensin
1277,Chevrolet Trax LTZ,Chevrolet,2016,170000000,50000,Bensin
1278,Nissan Grand livina,Nissan,2008,90000000,100000,Bensin
1279,BMW Serie 5,BMW,2012,370000000,40000,Diesel
1280,Nissan Juke 1.5,Nissan,2011,130000000,130000,Bensin
1281,Mazda Biante,Mazda,2016,235000000,60000,Bensin
1282,BMW Serie 3,BMW,2002,34500000,100000,Bensin
1283,Volkswagen Scirocco 1.4,Volkswagen,2014,350000000,55000,Bensin
1284,Daihatsu Sirion D,Daihatsu,2015,120000000,15000,Bensin
1285,Isuzu New Panther,Isuzu,2014,133000000,70000,Diesel
1286,Mini Cooper Mini,Mini Cooper,2018,785000000,10000,Bensin
1287,Mini Cooper Mini,Mini Cooper,2015,438000000,45000,Bensin
1288,Datsun Go+ Panca,Datsun,2017,79000000,50000,Bensin
1289,Datsun Go+ Panca,Datsun,2015,79000000,85000,Bensin
1290,Mazda 2 R,Mazda,2016,173000000,35000,Bensin
1291,Isuzu Panther LS,Isuzu,2014,180000000,155000,Diesel
1292,Porsche,Porsche,2015,945000000,20000,Bensin
1293,Mitsubishi Galant V6-24,Mitsubishi,1998,50000000,25000,Bensin
1294,Honda,Honda,2016,155000000,65000,Bensin
1295,BMW Serie 7,BMW,2003,109000000,90000,Bensin
1296,Daihatsu Xenia R,Daihatsu,2012,112000000,40000,Bensin
1297,BMW Serie 3,BMW,1995,55000000,190000,Bensin
1298,Mercedes-Benz E-Class E200,Mercedes-Benz,2007,150000000,75000,Bensin
1299,Mazda 2 S,Mazda,2011,92000000,100000,Bensin
1300,Hyundai Trajet GL8,Hyundai,2004,47000000,190000,Bensin
1301,Lexus LX 570,Lexus,2008,850000000,55000,Bensin
1302,Nissan Grand livina,Nissan,2013,107000000,70000,Bensin
1303,Mini Cooper Mini,Mini Cooper,2015,550000000,25000,Bensin
1304,Hyundai Atoz GLS,Hyundai,2003,48000000,100000,Bensin
1305,Toyota Fortuner G,Toyota,2014,265000000,70000,Diesel
1306,Isuzu Panther,Isuzu,1995,53000000,105000,Diesel
1307,Isuzu Elf Minibus,Isuzu,2009,120000000,10000,Diesel
1308,Mazda 2 R,Mazda,2012,120000000,40000,Bensin
1309,Fiat 500 Lounge,Fiat,2014,265000000,25000,Bensin
1310,Honda Jazz S,Honda,2009,117000000,55000,Bensin
1311,Mazda Biante,Mazda,2012,185000000,40000,Bensin
1312,BMW Serie 3,BMW,1997,75000000,125000,Bensin
1313,Toyota Etios Valco,Toyota,2013,75000000,60000,Bensin
1314,Mitsubishi Pajero Sport,Mitsubishi,2013,350000000,20000,Diesel
1315,Mazda CX-5 Grand,Mazda,2016,385000000,35000,Bensin
1316,Hyundai Accent,Hyundai,2006,33000000,200000,Bensin
1317,Datsun Go Panca,Datsun,2015,79500000,100000,Bensin
1318,Datsun Go+ Panca,Datsun,2018,99000000,45000,Bensin
1319,Honda CR-V,Honda,2011,147000000,85000,Bensin
1320,Mitsubishi Lancer 1.6,Mitsubishi,1992,28000000,105000,Bensin
1321,Toyota Avanza E,Toyota,2018,139000000,10000,Bensin
1322,Mazda 2 R,Mazda,2011,91000000,45000,Bensin
1323,Mazda Vantrend,Mazda,1994,25500000,170000,Bensin
1324,Wuling,Wuling,2019,264800000,5000,Bensin
1325,Mitsubishi L300,Mitsubishi,2016,124999999,55000,Diesel
1326,Suzuki Ertiga GL,Suzuki,2016,149000000,35000,Bensin
1327,Lain-lain,Lain-lain,1998,67000000,45000,Bensin
1328,Honda Mobilio RS,Honda,2015,140000000,80000,Bensin
1329,Mazda 2 Limited,Mazda,2010,98500000,75000,Bensin
1330,Honda Odyssey 2.4L,Honda,2012,249000000,80000,Bensin
1331,Volkswagen Polo,Volkswagen,2006,55000000,130000,Bensin
1332,Renault Kwid 1.0,Renault,2018,110000000,5000,Bensin
1333,Isuzu Panther LS,Isuzu,2007,120000000,150000,Diesel
1334,Datsun Go,Datsun,2018,120000000,15000,Bensin
1335,Lexus LS 460L,Lexus,2007,370000000,50000,Bensin
1336,KIA Picanto SE,KIA,2013,91000000,85000,Bensin
1337,Honda CR-V 2.0,Honda,2012,215000000,60000,Bensin
1338,Mercedes-Benz E-Class E200,Mercedes-Benz,1986,29500000,275000,Bensin
1339,Chevrolet Spin LTZ,Chevrolet,2013,98000000,95000,Bensin
1340,Volkswagen Tiguan TSI,Volkswagen,2015,250000000,60000,Bensin
1341,BMW Serie 3,BMW,2004,125000000,120000,Bensin
1342,BMW i8 Sport,BMW,2014,875000000,30000,Bensin
1343,Chevrolet Captiva,Chevrolet,2010,117500000,95000,Diesel
1344,Land Rover Range,Land Rover,2012,570000000,40000,Bensin
1345,Isuzu Panther Touring,Isuzu,2004,135000000,295000,Diesel
1346,Isuzu D-Max,Isuzu,2014,185000000,95000,Bensin
1347,Jeep Renegade Limited,Jeep,2011,775000000,25000,Bensin
1348,Honda Brio E,Honda,2017,126000000,50000,Bensin
1349,Mercedes-Benz E-Class E260,Mercedes-Benz,2003,118800000,115000,Bensin
1350,Suzuki Ertiga GX,Suzuki,2012,106000000,110000,Bensin
1351,Hyundai,Hyundai,2003,52000000,105000,Bensin
1352,KIA Carens II,KIA,2005,55000000,100000,Bensin
1353,Ford Ecosport Trend,Ford,2014,117000000,70000,Bensin
1354,Mazda CX-5 Grand,Mazda,2013,205000000,70000,Bensin
1355,Hyundai H-1,Hyundai,2010,150000000,115000,Diesel
1356,Isuzu New Panther,Isuzu,2009,132000000,135000,Diesel
1357,Ford Everest XLT,Ford,2011,190000000,105000,Diesel
1358,Nissan Elgrand HWS,Nissan,2014,430000000,35000,Bensin
1359,Hyundai Accent GLS,Hyundai,2000,29900000,150000,Bensin
1360,Volkswagen Kodok,Volkswagen,1986,44000000,220000,Bensin
1361,Isuzu Panther Grand,Isuzu,2011,180000000,90000,Diesel
1362,Mini Cooper Mini,Mini Cooper,2015,625000000,15000,Bensin
1363,Nissan X-Trail,Nissan,2017,255000000,55000,Bensin
1364,Hyundai Atoz,Hyundai,2001,55000000,30000,Bensin
1365,Nissan Livina,Nissan,2014,140000000,95000,Bensin
1366,BMW X3 xDrive20i,BMW,2014,415000000,50000,Bensin
1367,Isuzu Panther,Isuzu,1995,45000000,175000,Diesel
1368,Daihatsu Xenia,Daihatsu,2013,105000000,105000,Bensin
1369,Mini Cooper Mini,Mini Cooper,2008,348000000,50000,Bensin
1370,Geely Panda Cross,Geely,2011,35000000,55000,Bensin
1371,Daihatsu Ayla X,Daihatsu,2015,82000000,65000,Bensin
1372,Mercedes-Benz G-Class,Mercedes-Benz,2019,4800000000,5000,Diesel
1373,Daihatsu Terios TX,Daihatsu,2011,113000000,100000,Bensin
1374,Ford Fiesta Trend,Ford,2012,120000000,30000,Bensin
1375,Daihatsu Sigra 1.2,Daihatsu,2019,150000000,10000,Bensin
1376,Mazda 8,Mazda,2012,185000000,100000,Bensin
1377,Honda Brio,Honda,2013,103000000,70000,Bensin
1378,Mitsubishi Outlander,Mitsubishi,2012,172000000,95000,Bensin
1379,Mitsubishi Pajero Sport,Mitsubishi,2013,265000000,85000,Diesel
1380,Mazda 2 GT,Mazda,2015,183000000,95000,Bensin
1381,Datsun Go Panca,Datsun,2016,85000000,45000,Bensin
1382,Klasik dan Antik,Klasik dan Antik,1986,77000000,20000,Bensin
1383,Chevrolet Trailblazer,Chevrolet,2012,188000000,100000,Diesel
1384,BMW Serie 3,BMW,1991,60000000,80000,Bensin
1385,BMW Serie 3,BMW,1991,45000000,210000,Bensin
1386,Daihatsu Xenia Xi,Daihatsu,2011,90000000,75000,Bensin
1387,Daihatsu Xenia X,Daihatsu,2013,114000000,105000,Bensin
1388,Toyota Rush G,Toyota,2018,225000000,10000,Bensin
1389,Chevrolet Captiva,Chevrolet,2007,100000000,120000,Bensin
1390,BMW Serie 3,BMW,2002,65000000,110000,Bensin
1391,Suzuki APV GL,Suzuki,2010,66000000,25000,Bensin
1392,Nissan X-Trail,Nissan,2008,115000000,135000,Bensin
1393,Suzuki Karimun,Suzuki,2014,82000000,70000,Bensin
1394,Daihatsu Ayla X,Daihatsu,2016,88000000,20000,Bensin
1395,Ford Fiesta Sport,Ford,2012,95000000,120000,Bensin
1396,Datsun Go+ Panca,Datsun,2017,87000000,30000,Bensin
1397,Mercedes-Benz Lainnya,Mercedes-Benz,1995,55000000,35000,Bensin
1398,KIA Rio Hatchback,KIA,2012,118000000,80000,Bensin
1399,Honda HR-V E,Honda,2015,210000000,60000,Bensin
1400,Honda BR-V E,Honda,2016,180000000,30000,Bensin
1401,Nissan March,Nissan,2011,80000001,120000,Bensin
1402,Datsun Go+ Panca,Datsun,2016,73000000,70000,Bensin
1403,Nissan X-Trail,Nissan,2017,295000000,25000,Bensin
1404,BMW Serie 5,BMW,2013,348000000,40000,Diesel
1405,Suzuki Wagon R,Suzuki,2015,87750000,10000,Bensin
1406,Daihatsu Terios TX,Daihatsu,2011,135000000,105000,Bensin
1407,Lamborghini Aventador,Lamborghini,2012,5700000000,5000,Bensin
1408,Mazda CX-3 Touring,Mazda,2018,310000000,10000,Bensin
1409,BMW Serie 5,BMW,2013,350000000,15000,Diesel
1410,Suzuki SX4,Suzuki,2010,85000000,125000,Bensin
1411,Ford Ranger Base,Ford,2014,145000000,95000,Diesel
1412,Chery,Chery,2000,45000000,235000,Bensin
1413,Jeep Sahara,Jeep,2012,775000005,40000,Diesel
1414,Mazda 2 GT,Mazda,2015,168000000,75000,Bensin
1415,Lexus RX 270,Lexus,2013,625000000,45000,Bensin
1416,Isuzu Panther LM,Isuzu,2013,135000000,120000,Diesel
1417,Aston Martin DB11,Aston Martin,2003,58000000,20000,Bensin
1418,Daihatsu Taruna CSX,Daihatsu,2000,55000000,50000,Bensin
1419,Nissan Livina,Nissan,2011,87000000,70000,Bensin
1420,Honda Brio Satya,Honda,2015,110000000,40000,Bensin
1421,Suzuki Ertiga GL,Suzuki,2016,153000000,65000,Bensin
1422,Mitsubishi Pajero Sport,Mitsubishi,2009,208000000,95000,Diesel
1423,Honda Civic 1.8L,Honda,2007,130000000,145000,Bensin
1424,Isuzu Panther,Isuzu,1997,59900000,210000,Diesel
1425,Chevrolet Captiva,Chevrolet,2011,115000000,110000,Diesel
1426,Daihatsu Gran max,Daihatsu,2008,77000000,95000,Bensin
1427,Hino Dutro Truck,Hino,2014,215000000,45000,Diesel
1428,Mitsubishi Kuda Super,Mitsubishi,2001,60000000,130000,Bensin
1429,Nissan March,Nissan,2014,90000000,25000,Bensin
1430,Daihatsu Luxio M,Daihatsu,2010,79999999,20000,Bensin
1431,Suzuki Ertiga GX,Suzuki,2014,145000000,45000,Bensin
1432,Mercedes-Benz E-Class E240,Mercedes-Benz,2001,99000000,105000,Bensin
1433,Datsun Go+ Panca,Datsun,2018,100000000,25000,Bensin
1434,Lamborghini Aventador,Lamborghini,2019,10000000000,5000,Bensin
1435,Daihatsu Ayla X,Daihatsu,2013,78000000,30000,Bensin
1436,Timor DOHC,Timor,2001,20000000,125000,Bensin
1437,Honda Accord 2.4L,Honda,2005,77000000,195000,Bensin
1438,Mercedes-Benz C-Class C200,Mercedes-Benz,2013,290000000,75000,Bensin
1439,Mercedes-Benz C-Class C180,Mercedes-Benz,1995,45000000,125000,Bensin
1440,Isuzu Panther LM,Isuzu,2005,89000000,255000,Diesel
1441,Mazda Biante 2.0,Mazda,2016,239000000,25000,Bensin
1442,Hyundai Atoz GLS,Hyundai,2001,33000000,20000,Bensin
1443,Land Rover Range,Land Rover,2007,450000000,40000,Bensin
1444,Mini Cooper Mini,Mini Cooper,2012,575000000,5000,Bensin
1445,BMW Serie 4,BMW,2016,1050000000,15000,Bensin
1446,Nissan Serena HWS,Nissan,2010,100000000,105000,Bensin
1447,Toyota Fortuner,Toyota,2015,265000000,105000,Diesel
1448,Mercedes-Benz C-Class C300,Mercedes-Benz,2019,1275000000,5000,Bensin
1449,Toyota Innova V,Toyota,2010,175000000,140000,Diesel
1450,Mazda 2 GT,Mazda,2015,179000000,55000,Bensin
1451,Suzuki Ertiga GX,Suzuki,2013,128000000,70000,Bensin
1452,Mercedes-Benz E-Class E250,Mercedes-Benz,2013,395000000,50000,Bensin
1453,Chevrolet Trax LTZ,Chevrolet,2018,228000000,20000,Bensin
1454,Hummer H3 L5,Hummer,2011,1175000000,40000,Bensin
1455,Toyota Innova G,Toyota,2014,199000000,75000,Diesel
1456,Datsun Go+ Panca,Datsun,2018,88000000,15000,Bensin
1457,BMW X1 sDrive18i,BMW,2017,525000000,50000,Bensin
1458,Suzuki Karimun,Suzuki,2015,88000000,25000,Bensin
1459,Mitsubishi Strada Triton,Mitsubishi,2013,130000000,285000,Diesel
1460,Hino,Hino,2013,487000000,115000,Diesel
1461,BMW Serie 3,BMW,2013,345000000,45000,Bensin
1462,Datsun Go+ Panca,Datsun,2014,76000000,35000,Bensin
1463,Mazda 2 GT,Mazda,2015,188000000,95000,Bensin
1464,Nissan March 1.5L,Nissan,2014,125000000,20000,Bensin
1465,Chevrolet Spin LTZ,Chevrolet,2014,115000000,75000,Diesel
1466,Ford Ecosport Titanium,Ford,2014,140000000,50000,Bensin
1467,KIA Picanto SE,KIA,2013,87000000,65000,Bensin
1468,Datsun Go Panca,Datsun,2016,75000000,50000,Bensin
1469,Chevrolet Captiva,Chevrolet,2008,95500000,115000,Bensin
1470,Toyota Vios,Toyota,2016,145000000,30000,Bensin
1471,Honda CR-V 2.0,Honda,2010,143000000,100000,Bensin
1472,Mitsubishi L300 Pick,Mitsubishi,2011,95000000,60000,Diesel
1473,Nissan X-Trail,Nissan,2009,115000123,155000,Bensin
1474,Toyota Innova G,Toyota,2007,99000000,95000,Bensin
1475,Mazda 2 V,Mazda,2013,114000000,55000,Bensin
1476,Honda CR-V 2.0,Honda,2010,144000000,40000,Bensin
1477,Chevrolet Captiva,Chevrolet,2009,99000000,120000,Bensin
1478,Suzuki Escudo,Suzuki,2001,75000000,220000,Bensin
1479,Mitsubishi Triton GLX,Mitsubishi,2009,105000000,10000,Diesel
1480,Datsun Go Panca,Datsun,2017,80000000,15000,Bensin
1481,Toyota Avanza E,Toyota,2016,148000000,45000,Bensin
1482,Suzuki Swift GX,Suzuki,2014,125000000,50000,Bensin
1483,Hyundai H-1 2.5,Hyundai,2013,185000000,120000,Diesel
1484,Toyota Fortuner G,Toyota,2010,215000000,225000,Diesel
1485,Daihatsu Gran max,Daihatsu,2014,85000000,75000,Bensin
1486,Ford Ranger,Ford,2013,205000000,115000,Diesel
1487,Mazda 2 R,Mazda,2010,108000000,60000,Bensin
1488,Honda City i-DSI,Honda,2008,95000000,135000,Bensin
1489,Daihatsu Xenia X,Daihatsu,2012,120000000,170000,Bensin
1490,Honda Brio E,Honda,2015,105000000,55000,Bensin
1491,Mercedes-Benz B-Class B200,Mercedes-Benz,2012,197000000,85000,Bensin
1492,BMW i8 Sports,BMW,2016,3400000000,10000,Hybrid
1493,Ford laser,Ford,1988,30000000,125000,Bensin
1494,Isuzu,Isuzu,2010,100000000,35000,Diesel
1495,Wuling Cortez,Wuling,2018,180000000,20000,Bensin
1496,Mitsubishi Mirage GLX,Mitsubishi,2014,90000000,65000,Bensin
1497,Holden Premier,Holden,1986,70000000,70000,Bensin
1498,Honda Jazz i-DSI,Honda,2005,87000000,105000,Bensin
1499,KIA Carens II,KIA,2006,59000000,115000,Bensin
1500,Toyota Fortuner G,Toyota,2016,375000000,25000,Diesel
1501,Volkswagen Polo TSI,Volkswagen,2015,168000000,20000,Bensin
1502,Datsun Go Panca,Datsun,2017,89000000,35000,Bensin
1503,Chevrolet Optra,Chevrolet,2006,60000000,100000,Bensin
1504,Honda Mobilio RS,Honda,2018,196000000,10000,Bensin
1505,Suzuki Carry,Suzuki,1996,29000000,125000,Bensin
1506,Mercedes-Benz GLE-Class GLE400,Mercedes-Benz,2016,1300000000,60000,Bensin
1507,Mazda CX-5 Grand,Mazda,2016,325000000,30000,Bensin
1508,Ford Fiesta Sport,Ford,2011,87000000,115000,Bensin
1509,Honda Jazz RS,Honda,2009,145000000,85000,Bensin
1510,Datsun Go+ Panca,Datsun,2017,84000000,30000,Bensin
1511,BMW Serie 3,BMW,2012,317000000,45000,Bensin
1512,Suzuki Ertiga GX,Suzuki,2015,150000000,30000,Bensin
1513,Jeep Willys,Jeep,1986,110000000,125000,Diesel
1514,Honda Mobilio RS,Honda,2017,177000079,15000,Bensin
1515,Mercedes-Benz E-Class E200,Mercedes-Benz,2012,315000000,45000,Bensin
1516,Mazda 2 R,Mazda,2013,103000000,100000,Bensin
1517,Toyota Avanza G,Toyota,2012,120000000,80000,Bensin
1518,Suzuki APV,Suzuki,2004,66000000,200000,Bensin
1519,Peugeot 206 Sporty,Peugeot,2005,65000000,115000,Bensin
1520,Daihatsu HIJET,Daihatsu,1989,12500000,20000,Bensin
1521,Nissan Navara Sports,Nissan,2013,228000000,60000,Diesel
1522,Toyota Agya TRD,Toyota,2016,105000000,10000,Bensin
1523,KIA Picanto SE,KIA,2013,78000000,75000,Bensin
1524,Suzuki Escudo,Suzuki,2001,65000000,90000,Bensin
1525,Toyota Kijang SGX,Toyota,2003,76000000,110000,Bensin
1526,Honda Accord VTi-L,Honda,2010,183000000,75000,Bensin
1527,Volvo XC90 T-6,Volvo,2004,125000000,125000,Bensin
1528,Mazda,Mazda,1998,40000000,10000,Bensin
1529,Ford Everest 10-S,Ford,2011,120000000,35000,Diesel
1530,Ford Ranger Standard,Ford,2015,250000000,45000,Bensin
1531,Chevrolet Captiva,Chevrolet,2011,153000000,90000,Diesel
1532,Volvo 960,Volvo,1992,32500000,105000,Bensin
1533,Volkswagen Scirocco 1.4,Volkswagen,2014,380000000,10000,Bensin
1534,Suzuki Jimny,Suzuki,1994,42000000,90000,Bensin
1535,Land Rover Discovery,Land Rover,2008,770000000,85000,Diesel
1536,Mercedes-Benz GLC-Class,Mercedes-Benz,2018,845000000,10000,Bensin
1537,Daihatsu Ayla M,Daihatsu,2017,88000000,45000,Bensin
1538,Ford laser,Ford,1996,17000000,125000,Bensin
1539,Suzuki APV GL,Suzuki,2016,97500000,65000,Bensin
1540,Jeep,Jeep,1994,38000000,110000,Bensin
1541,Chevrolet Captiva,Chevrolet,2011,130000000,90000,Diesel
1542,Datsun Go Panca,Datsun,2016,75000000,50000,Bensin
1543,Hyundai Atoz GLS,Hyundai,2003,52000000,135000,Bensin
1544,Mitsubishi Mirage GLX,Mitsubishi,2015,110000000,25000,Bensin
1545,Chevrolet Captiva,Chevrolet,2007,75000000,90000,Bensin
1546,Suzuki Ertiga GX,Suzuki,2019,205000000,5000,Bensin
1547,Mitsubishi Pajero Sport,Mitsubishi,2018,445000000,15000,Diesel
1548,Daihatsu Sirion D,Daihatsu,2016,116000000,45000,Bensin
1549,Proton Gen2,Proton,2010,50000000,110000,Bensin
1550,Toyota Yaris TRD,Toyota,2016,175000000,45000,Bensin
1551,Nissan Grand livina,Nissan,2014,136950000,55000,Bensin
1552,Mercedes-Benz C-Class C200,Mercedes-Benz,2017,659000000,5000,Bensin
1553,Toyota Avanza G,Toyota,2017,153000000,35000,Bensin
1554,Nissan Serena,Nissan,2007,68000000,30000,Bensin
1555,Suzuki SX4 Cross,Suzuki,2017,210000000,55000,Bensin
1556,Mercedes-Benz C-Class C200,Mercedes-Benz,2009,189000000,110000,Bensin
1557,BMW Serie 3,BMW,2011,235000000,85000,Bensin
1558,Isuzu Elf Minibus,Isuzu,2008,100000000,40000,Diesel
1559,KIA Picanto M/T,KIA,2005,56000000,150000,Bensin
1560,Toyota Corolla,Toyota,1990,27800000,40000,Bensin
1561,Nissan Livina,Nissan,2009,78000000,100000,Bensin
1562,Dodge Journey SXT,Dodge,2015,252000000,60000,Bensin
1563,Toyota Calya,Toyota,2018,134000000,20000,Bensin
1564,Ford Focus S,Ford,2012,150000000,70000,Bensin
1565,Datsun Cross,Datsun,2018,100000000,35000,Bensin
1566,Nissan March 1.2L,Nissan,2011,77000000,65000,Bensin
1567,Ferrari California California,Ferrari,2013,2900000000,20000,Bensin
1568,Jeep Compass,Jeep,2013,255000000,60000,Bensin
1569,Daihatsu Taruna CSX,Daihatsu,2000,68500000,30000,Bensin
1570,Mitsubishi Lancer 1.8,Mitsubishi,2004,72000000,185000,Bensin
1571,Suzuki Ertiga GX,Suzuki,2015,128000000,95000,Bensin
1572,Nissan Livina,Nissan,2010,87000000,100000,Bensin
1573,Datsun Cross,Datsun,2018,122000000,15000,Bensin
1574,Toyota Avanza Veloz,Toyota,2012,136000000,10000,Bensin
1575,Wuling Cortez,Wuling,2018,195000000,5000,Bensin
1576,Toyota Calya G,Toyota,2018,122000000,10000,Bensin
1577,Renault Clio,Renault,2002,22000000,20000,Bensin
1578,Suzuki Ertiga GX,Suzuki,2014,125000000,115000,Bensin
1579,Ford Focus S,Ford,2013,145000000,85000,Bensin
1580,Honda Accord 2.4L,Honda,2012,195000000,50000,Bensin
1581,Mercedes-Benz C-Class C240,Mercedes-Benz,2003,130000000,85000,Bensin
1582,Volvo S80,Volvo,2002,49000000,75000,Bensin
1583,Volvo 960,Volvo,1996,60000000,205000,Bensin
1584,Mercedes-Benz C-Class C180,Mercedes-Benz,2002,92000000,105000,Bensin
1585,Daihatsu Xenia R,Daihatsu,2014,128000000,100000,Bensin
1586,Isuzu Panther,Isuzu,1997,55000000,125000,Diesel
1587,KIA Rio 1.6,KIA,2013,125000000,75000,Bensin
1588,Jeep Cherokee,Jeep,2000,140000000,145000,Bensin
1589,Wuling,Wuling,2019,305000000,10000,Bensin
1590,Nissan March 1.2L,Nissan,2011,84000000,90000,Bensin
1591,Mercedes-Benz E-Class E260,Mercedes-Benz,2002,125000000,95000,Bensin
1592,Nissan Grand livina,Nissan,2012,87500000,45000,Bensin
1593,Daihatsu Sigra 1.2,Daihatsu,2016,97000000,20000,Bensin
1594,Nissan Grand livina,Nissan,2013,106000000,20000,Bensin
1595,Mitsubishi Xpander,Mitsubishi,2019,228800000,5000,Bensin
1596,Chevrolet Captiva,Chevrolet,2011,106000000,45000,Bensin
1597,Chevrolet Captiva,Chevrolet,2016,285000000,35000,Diesel
1598,Daihatsu Luxio D,Daihatsu,2017,126000000,30000,Bensin
1599,Isuzu New Panther,Isuzu,2012,147500000,75000,Diesel
1600,Chevrolet Captiva,Chevrolet,2015,120000000,80000,Bensin
1601,Mini Cooper Mini,Mini Cooper,2015,615000000,25000,Bensin
1602,KIA Picanto SE,KIA,2012,85000000,55000,Bensin
1603,Mazda CX-5 Touring,Mazda,2012,198000000,90000,Bensin
1604,Nissan March 1.2L,Nissan,2011,80000000,40000,Bensin
1605,Isuzu Panther LM,Isuzu,2014,150000000,125000,Diesel
1606,Suzuki Splash GL,Suzuki,2010,68000000,85000,Bensin
1607,Daihatsu Ayla X,Daihatsu,2015,79000000,20000,Bensin
1608,Mercedes-Benz C-Class C200,Mercedes-Benz,2013,260000000,55000,Bensin
1609,Mitsubishi Pajero Sport,Mitsubishi,2017,425000000,60000,Diesel
1610,Ford Fiesta Sport+,Ford,2014,120000000,90000,Bensin
1611,Volkswagen Scirocco 1.4,Volkswagen,2013,365000000,30000,Bensin
1612,Mini Cooper Mini,Mini Cooper,2019,720000000,5000,Bensin
1613,Volkswagen Golf MkVII,Volkswagen,2014,287500000,25000,Bensin
1614,Mercedes-Benz E-Class E300,Mercedes-Benz,1990,100000000,200000,Bensin
1615,Mercedes-Benz GLA-Class GLA200,Mercedes-Benz,2015,465000000,20000,Bensin
1616,Chevrolet Orlando LT,Chevrolet,2016,185000000,60000,Bensin
1617,Mercedes-Benz E-Class E320,Mercedes-Benz,1998,108000000,140000,Bensin
1618,Klasik dan Antik,Klasik dan Antik,1997,36500000,45000,Bensin
1619,Mitsubishi Xpander ULTIMATE,Mitsubishi,2019,229000000,5000,Bensin
1620,Chevrolet Spin LTZ,Chevrolet,2015,113000000,40000,Bensin
1621,Daihatsu Terios,Daihatsu,2019,198800000,10000,Bensin
1622,Daihatsu Xenia,Daihatsu,2011,90000000,90000,Bensin
1623,Suzuki Ertiga GX,Suzuki,2018,175000000,10000,Bensin
1624,Mazda Familia,Mazda,1999,29500000,210000,Bensin
1625,Mini Cooper Mini,Mini Cooper,2011,410000000,45000,Bensin
1626,Hyundai H-1 Elegance,Hyundai,2010,105000000,95000,Bensin
1627,Mazda Biante 2.0,Mazda,2014,195000000,65000,Bensin
1628,Isuzu Panther,Isuzu,2012,80000000,105000,Diesel
1629,Mercedes-Benz SLK-Class SLK200,Mercedes-Benz,2012,615000000,25000,Bensin
1630,Mercedes-Benz C-Class C200,Mercedes-Benz,2009,178000000,65000,Bensin
1631,Land Rover Range,Land Rover,2011,475000000,50000,Bensin
