name,company,year,Price,kms_driven,fuel_type
Chrysler Grand Cherokee Limited,Chrysler,2012,470000000,50000,Bensin
Daihatsu Terios ,Daihatsu,2019,190350000,5000,Bensin
Nissan Livina X-Gear,Nissan,2009,73000000,145000,Bensin
Timor DOHC ,Timor,2001,31000000,110000,Bensin
Daihatsu Sirion ,Daihatsu,2019,175000000,5000,Bensin
Honda Civic 1.8L,Honda,2010,134500000,65000,Bensin
Infiniti Q ,Infiniti,1997,30000000,40000,Bensin
Daihatsu Xenia ,Daihatsu,2019,177000000,5000,Bensin
Suzuki APV SGX Luxury,Suzuki,2011,93000000,65000,Bensin
Nissan X-Trail ,Nissan,2010,125000000,195000,Bensin
Ford Everest XLT,Ford,2004,75000000,125000,Diesel
Chevrolet Captiva ,Chevrolet,2010,125000000,90000,Diesel
Suzuki Karimun estillo ,Suzuki,2012,73000000,100000,Bensin
Isuzu Panther LV,Isuzu,2005,90000000,155000,Diesel
Geely MK 2 1.5 NA,Geely,2011,41000000,75000,Bensin
Toyota Camry L Hybrid,Toyota,2013,240000000,50000,Bensin
Nissan Grand livina ,Nissan,2016,145000000,55000,Bensin
Datsun Go+ Panca A Opt,Datsun,2015,72000000,35000,Bensin
KIA Picanto Platinum,KIA,2013,85000000,60000,Bensin
KIA Pride ,KIA,2007,55000000,105000,Bensin
KIA Carens II ,KIA,2004,55000000,105000,Bensin
Chevrolet Captiva ,Chevrolet,2008,90000000,60000,Bensin
Suzuki Ertiga GL,Suzuki,2017,130000000,35000,Bensin
Toyota Avanza Veloz,Toyota,2016,155000000,60000,Bensin
Datsun Go Panca T Active,Datsun,2016,82000000,65000,Bensin
BMW Serie 3 320i E36 2.0,BMW,1995,66666666,200000,Bensin
Daihatsu Xenia X 1.3 Plus,Daihatsu,2014,113000000,125000,Bensin
Isuzu Panther Grand Touring,Isuzu,2014,230000000,80000,Diesel
BMW Serie 3 323i E46 2.5,BMW,2000,100000000,50000,Bensin
Toyota Yaris J,Toyota,2008,97000000,200000,Bensin
Mitsubishi Xpander ULTIMATE A/T,Mitsubishi,2018,234000000,15000,Bensin
Mazda Biante ,Mazda,2012,180000000,45000,Bensin
Nissan Serena HWS,Nissan,2009,88000000,120000,Bensin
Nissan Evalia XV,Nissan,2013,101750000,70000,Bensin
Mercedes-Benz C-Class C230,Mercedes-Benz,2006,135000000,40000,Bensin
Nissan Serena Autech,Nissan,2012,118000000,105000,Bensin
Ford Fiesta Sport,Ford,2011,89000000,95000,Bensin
Suzuki ,Suzuki,1992,250000000,15000,Bensin
Suzuki Carry Pick-up ,Suzuki,1991,16500000,125000,Bensin
BMW Serie 3 323i E36 2.5,BMW,1997,69000000,145000,Bensin
Suzuki Baleno ,Suzuki,2002,50000000,125000,Bensin
Mazda 2 RZ,Mazda,2012,108000000,80000,Bensin
Mercedes-Benz B-Class B200,Mercedes-Benz,2013,264000000,50000,Bensin
KIA Rio Hatchback,KIA,2015,148000000,35000,Bensin
Isuzu D-Max ,Isuzu,2010,160000000,5000,Bensin
Volkswagen Touareg TDI,Volkswagen,2008,310000000,75000,Diesel
Ford Ranger Base Plus,Ford,2012,189000000,75000,Diesel
Mercedes-Benz S-Class S300 L,Mercedes-Benz,2009,355000000,90000,Bensin
Mazda CX-5 Grand Touring,Mazda,2015,295000000,65000,Bensin
Fiat 500 Lounge,Fiat,2015,349000000,10000,Bensin
Chevrolet Trax 1.4 L,Chevrolet,2017,207000000,50000,Bensin
Honda Jazz RS,Honda,2014,160000000,80000,Bensin
Mazda BT-50 2.5 Basic,Mazda,2008,83000000,175000,Diesel
Peugeot 406 ,Peugeot,1997,34000000,115000,Bensin
Isuzu Panther ,Isuzu,1993,50000000,95000,Diesel
Isuzu Panther ,Isuzu,1992,36000000,125000,Diesel
Suzuki SX4 Cross Over,Suzuki,2016,152000000,50000,Bensin
Suzuki Splash ,Suzuki,2014,86000000,50000,Bensin
Isuzu D-Max ,Isuzu,2010,85000000,105000,Diesel
Daihatsu Xenia R 1.3 DLX,Daihatsu,2015,146000000,90000,Bensin
Chery ,Chery,1986,13000000,300000,Bensin
KIA Sportage ,KIA,2005,80000000,105000,Bensin
Honda Mobilio E,Honda,2014,129000000,120000,Bensin
Chevrolet Aveo LT,Chevrolet,2004,62000000,105000,Bensin
Mercedes-Benz E-Class E280,Mercedes-Benz,2006,142000000,115000,Bensin
Chevrolet Spin LTZ,Chevrolet,2013,120000000,50000,Bensin
Isuzu Panther LV,Isuzu,2004,89500000,100000,Diesel
Mazda CX-5 Touring,Mazda,2013,190000000,130000,Bensin
Mazda 626 ,Mazda,1988,23000000,150000,Bensin
Mercedes-Benz C-Class C200,Mercedes-Benz,2017,648000000,25000,Bensin
Isuzu Panther LV,Isuzu,2006,80000000,160000,Diesel
Mercedes-Benz E-Class E250,Mercedes-Benz,2010,525000000,35000,Bensin
Daihatsu Sirion M,Daihatsu,2013,90000000,20000,Bensin
Mitsubishi Xpander ULTIMATE A/T,Mitsubishi,2017,200000000,35000,Bensin
Mercedes-Benz GLA-Class GLA200,Mercedes-Benz,2015,465000000,20000,Bensin
Isuzu ,Isuzu,2016,132000000,55000,Diesel
KIA Rio ,KIA,2012,115000000,105000,Bensin
Jaguar XJ Portfolio L,Jaguar,2014,1150000000,10000,Bensin
Mobil CBU Mobil CBU Lainnya ,Mobil CBU,2013,110000000,85000,Bensin
Nissan X-Trail ,Nissan,2005,70000000,100000,Bensin
Nissan Teana 250 XV,Nissan,2010,140000000,105000,Bensin
Toyota Innova G,Toyota,2009,115000000,125000,Bensin
Timor SOHC ,Timor,1996,23500000,110000,Bensin
Mazda CX-5 Grand Touring,Mazda,2013,215000000,70000,Bensin
Honda Mobilio S,Honda,2014,119000000,45000,Bensin
Toyota Alphard 2.4 NA,Toyota,2008,285000000,95000,Bensin
Isuzu MU-X 2.5 L AT,Isuzu,2015,295000000,85000,Diesel
Suzuki Carry ,Suzuki,1986,15000000,205000,Bensin
Datsun Go+ Panca T,Datsun,2017,65000000,105000,Bensin
Honda BR-V E Prestige,Honda,2017,188000000,45000,Bensin
Mitsubishi Xpander ULTIMATE A/T,Mitsubishi,2019,228000000,5000,Bensin
Isuzu Panther LS Black Panther,Isuzu,2012,165000000,160000,Diesel
Nissan March ,Nissan,2011,80000000,85000,Bensin
Audi Audi A6 2.0 TFSI,Audi,2014,389000000,35000,Bensin
Daihatsu Xenia R 1.3 Sporty,Daihatsu,2013,115000000,85000,Bensin
Daihatsu Terios TX,Daihatsu,2010,118000000,95000,Bensin
BMW Serie 6 640i,BMW,2014,950000000,35000,Bensin
Lamborghini Gallardo  ,Lamborghini,2013,5300000000,15000,Bensin
Mitsubishi Lancer 1.6 GLXi,Mitsubishi,1999,75000000,205000,Bensin
Volkswagen Golf MkVII 1.2 TSI,Volkswagen,2014,205000000,55000,Bensin
KIA Pregio ,KIA,2002,57000000,210000,Diesel
Toyota ,Toyota,1991,25000000,15000,Diesel
Hino ,Hino,1999,74000000,45000,Diesel
Isuzu D-Max ,Isuzu,2011,133000000,45000,Diesel
Toyota Yaris E,Toyota,2011,109000000,110000,Bensin
Mercedes-Benz E-Class E250,Mercedes-Benz,2016,850000000,90000,Bensin
Suzuki Carry DX,Suzuki,2011,65000000,190000,Bensin
Honda HR-V 1.8L Prestige,Honda,2018,335000000,20000,Bensin
Chevrolet Trax LTZ,Chevrolet,2016,172000000,45000,Bensin
BMW Serie 3 330i,BMW,2004,245000000,80000,Bensin
Daihatsu Sirion M,Daihatsu,2016,126000000,40000,Bensin
Ford Ranger WildTrak,Ford,2015,535000000,65000,Diesel
Ford Fiesta Sport,Ford,2011,95000000,105000,Bensin
BMW Serie 3 ,BMW,2012,435000000,75000,Bensin
Mazda CX-5 Grand Touring,Mazda,2013,215000000,50000,Bensin
KIA Rio ,KIA,2014,112000000,40000,Bensin
Isuzu ,Isuzu,2015,195000000,60000,Diesel
Chrysler 300 300C,Chrysler,2011,475000000,15000,Bensin
Toyota Kijang LSX-D,Toyota,2002,58000000,5000,Bensin
Mercedes-Benz C-Class C180,Mercedes-Benz,1995,53500000,45000,Bensin
Chevrolet Captiva ,Chevrolet,2015,245000000,40000,Diesel
Honda Brio Satya S,Honda,2018,118000000,15000,Bensin
Suzuki SX4 Cross Road,Suzuki,2008,68500000,215000,Bensin
Mitsubishi Pajero Sport 2.5L Dakar,Mitsubishi,2012,280000000,85000,Diesel
Toyota Avanza G,Toyota,2014,130000000,90000,Bensin
Ford Ecosport Titanium,Ford,2014,132000000,60000,Bensin
Mitsubishi Xpander EXCEED M/T,Mitsubishi,2018,208500000,10000,Bensin
Mercedes-Benz E-Class E260,Mercedes-Benz,2001,95000000,205000,Bensin
Chevrolet Spin ,Chevrolet,2014,99000000,85000,Bensin
Volkswagen Golf ,Volkswagen,2012,125000000,50000,Bensin
Ford Ranger Hi-Rider XLT,Ford,2010,120000000,115000,Diesel
Isuzu New Panther ,Isuzu,2012,139000000,70000,Diesel
Suzuki APV GL,Suzuki,2017,90000000,80000,Bensin
Mazda CX-5 Touring,Mazda,2015,289000000,40000,Bensin
BMW X5 xDrive35i xLine,BMW,2016,795000000,35000,Bensin
Mercedes-Benz ,Mercedes-Benz,1989,21000000,35000,Bensin
BMW Serie 5 520d 2.0L Diesel,BMW,2014,480000000,30000,Diesel
Timor DOHC ,Timor,1997,35000000,45000,Bensin
Klasik dan Antik ,Klasik dan Antik,1986,366000000,175000,Bensin
Nissan X-Trail ,Nissan,2006,84988988,105000,Bensin
BMW Serie 3 320i 2.0,BMW,1994,45000000,130000,Bensin
Datsun Go Panca A,Datsun,2018,84500000,25000,Bensin
KIA Picanto M/T,KIA,2012,80000000,45000,Bensin
Suzuki Ertiga ,Suzuki,2019,180000000,5000,Bensin
Suzuki Ertiga GX,Suzuki,2015,119000000,40000,Bensin
BMW ,BMW,2014,372000000,55000,Bensin
Mitsubishi Xpander GLS M/T,Mitsubishi,2017,185000000,25000,Bensin
Opel Blazer Montera LN,Opel,2002,39000000,45000,Bensin
Mercedes-Benz C-Class ,Mercedes-Benz,2016,640000000,40000,Bensin
Jeep Wrangler  Sport Unlimited,Jeep,2013,1145000000,35000,Bensin
Suzuki Carry ,Suzuki,1994,40000000,12500,Bensin
Jeep Jeep ,Jeep,1994,46000000,12500,Bensin
Ford Ranger ,Ford,2011,125000000,45000,Diesel
Timor SOHC ,Timor,1997,32000000,140000,Bensin
Volvo S80 2.4 T Sedan,Volvo,2002,55000000,45000,Bensin
Mitsubishi Colt ,Mitsubishi,1986,39900000,35000,Bensin
Daihatsu Xenia R 1.3 STD,Daihatsu,2016,103000000,185000,Bensin
Mercedes-Benz E-Class E250,Mercedes-Benz,2014,539000000,50000,Bensin
Hyundai Verna ,Hyundai,2008,48000000,185000,Bensin
Daihatsu Sirion M,Daihatsu,2013,89000000,35000,Bensin
Mazda Biante ,Mazda,2016,250000000,30000,Bensin
Hyundai Avega G,Hyundai,2008,52000000,85000,Bensin
Foton Foton 2.8 CRDi,Foton,2011,93000000,15000,Diesel
Mercedes-Benz ,Mercedes-Benz,2015,750000000,35000,Diesel
Suzuki Ertiga ,Suzuki,2019,175000000,10000,Bensin
Volkswagen Beetle ,Volkswagen,1986,1500000000,10000,Bensin
Honda Jazz RS,Honda,2009,124000000,90000,Bensin
Toyota Innova G,Toyota,2013,188000000,140000,Diesel
Daihatsu Sigra ,Daihatsu,2019,120750000,5000,Bensin
BMW Serie 5 520i Luxury,BMW,2015,565000000,35000,Bensin
Mercedes-Benz C-Class C240,Mercedes-Benz,2004,150000000,115000,Bensin
KIA Picanto M/T,KIA,2005,56000000,90000,Bensin
Mercedes-Benz GLA-Class GLA200,Mercedes-Benz,2015,565000000,30000,Bensin
Toyota Innova G,Toyota,2011,185000000,25000,Bensin
KIA Carens II ,KIA,2004,58000000,220000,Bensin
Land Rover Range Rover Evoque Dynamic Si4,Land Rover,2018,1296000000,5000,Bensin
Chevrolet Captiva ,Chevrolet,2011,130000000,130000,Diesel
Honda Ferio ,Honda,1998,66900000,195000,Bensin
Nissan Serena HWS,Nissan,2011,89500000,200000,Bensin
Honda Genio ,Honda,1992,63000000,160000,Bensin
Suzuki Grand vitara ,Suzuki,1993,100000000,110000,Bensin
Mercedes-Benz CLA-Class CLA200,Mercedes-Benz,2015,495000000,35000,Bensin
Mazda 2 R,Mazda,2014,130000000,220000,Bensin
Jeep Compass ,Jeep,2012,245000000,35000,Bensin
Ford Focus ,Ford,2007,70000000,100000,Bensin
Hyundai Atoz GLS,Hyundai,2003,35000000,135000,Bensin
Nissan Juke ,Nissan,2011,125000000,85000,Bensin
Mitsubishi ,Mitsubishi,2016,625000000,65000,Diesel
BMW Serie 3 318i 1.8,BMW,1998,52000000,180000,Bensin
Suzuki Sidekick ,Suzuki,1996,46000000,25000,Bensin
Daihatsu Gran max ,Daihatsu,2013,63000000,205000,Bensin
Mitsubishi Outlander ,Mitsubishi,2016,202000000,65000,Bensin
Suzuki Carry Pick-up ,Suzuki,2018,88000000,10000,Bensin
Isuzu Panther LV,Isuzu,2008,120000000,255000,Diesel
Daihatsu Xenia ,Daihatsu,2011,93898000,135000,Bensin
Isuzu Elf Minibus 2.8 Minibus Diesel,Isuzu,2006,63500000,130000,Diesel
KIA Travello Option 2,KIA,2007,63000000,160000,Diesel
Porsche Cayenne Turbo,Porsche,2014,900000000,20000,Bensin
Hino ,Hino,2005,500000000,12500,Bensin
Nissan Grand livina ,Nissan,2014,135000000,70000,Bensin
Jaguar X-type ,Jaguar,2015,1150000000,5000,Bensin
Lain-lain ,Lain-lain,2010,990000000,10000,Bensin
Datsun Go Panca T Opt,Datsun,2017,89000000,45000,Bensin
BMW Serie 5 528i,BMW,1997,60000000,105000,Bensin
Nissan Evalia XV,Nissan,2013,95000000,95000,Bensin
BMW Serie 3 320i,BMW,1994,57000000,170000,Bensin
Toyota Calya G,Toyota,2016,123000000,30000,Bensin
Mercedes-Benz GLC-Class ,Mercedes-Benz,2019,995000000,10000,Bensin
Nissan Serena Autech,Nissan,2016,265000000,35000,Bensin
Peugeot 206 Sporty,Peugeot,2004,36000000,205000,Bensin
Honda Civic ,Honda,1990,40000000,130000,Bensin
Toyota Rush S TRD Sportivo Luxury,Toyota,2018,247500000,25000,Bensin
Mercedes-Benz GLC-Class GLC250,Mercedes-Benz,2017,740000000,20000,Bensin
Timor SOHC ,Timor,1997,24500000,230000,Bensin
Daihatsu Terios TX,Daihatsu,2013,125000000,55000,Bensin
Hino Dutro Truck,Hino,2017,215000000,105000,Diesel
Nissan Serena HWS,Nissan,2013,168000000,85000,Bensin
BMW Serie 3 318i E36 1.8,BMW,1997,70000000,205000,Bensin
BMW Serie 3 330i,BMW,2003,220000000,120000,Bensin
KIA Pregio SE Option,KIA,2003,52000000,65000,Diesel
Proton Saga BLM,Proton,2009,47000000,95000,Bensin
Hyundai Grand Avega ,Hyundai,2013,97000000,45000,Bensin
Chevrolet Trax LTZ,Chevrolet,2016,185000000,40000,Bensin
Toyota Kijang LSX,Toyota,2000,65000000,90000,Diesel
Timor SOHC ,Timor,1997,23000000,35000,Bensin
BMW Serie 3 318i E36 1.8,BMW,1992,46000000,150000,Bensin
Porsche Cayenne V6 3.6,Porsche,2010,475000000,55000,Bensin
BMW Serie 3 318i E46 Facelift 2.0,BMW,2004,129999999,75000,Bensin
Ford Ranger XLT,Ford,2013,205000000,100000,Diesel
Chevrolet Orlando LT,Chevrolet,2012,125500000,65000,Bensin
Mazda Biante 2.0 SKYACTIV,Mazda,2015,239000000,60000,Bensin
Mercedes-Benz CLA-Class CLA200,Mercedes-Benz,2016,615000000,20000,Bensin
Mercedes-Benz C-Class C180,Mercedes-Benz,2003,65000000,105000,Bensin
BMW Serie 3 318i E36 1.8,BMW,1993,38500000,115000,Bensin
BMW Serie 3 318i E46 Facelift 2.0,BMW,2002,98000000,12500,Bensin
Daihatsu Xenia X,Daihatsu,2018,128000000,15000,Bensin
Isuzu Panther LS Hi Grade,Isuzu,2001,97500000,180000,Diesel
BMW Serie 5 523i E39 2.5,BMW,2010,269000000,50000,Bensin
Hino Dutro Truck,Hino,2017,185000000,15000,Diesel
Suzuki Baleno ,Suzuki,2000,48000000,85000,Bensin
Suzuki Ertiga GL,Suzuki,2018,180000000,20000,Bensin
Nissan Grand livina ,Nissan,2012,105000000,80000,Bensin
Hino Dutro ,Hino,2013,228000000,100000,Diesel
Mazda 2 S,Mazda,2010,90000000,100000,Bensin
Honda HR-V S,Honda,2017,245000000,10000,Bensin
Nissan Grand livina ,Nissan,2013,105000000,70000,Bensin
Suzuki SX4 Cross Over,Suzuki,2017,135000000,25000,Bensin
Toyota Kijang ,Toyota,1995,45000000,12500,Bensin
Mazda Biante 2.0 SKYACTIV,Mazda,2013,190000000,60000,Bensin
BMW Serie 3 318i,BMW,1990,60000000,105000,Bensin
Isuzu Panther ,Isuzu,2002,100000000,260000,Diesel
Lexus ,Lexus,2012,429000000,90000,Bensin
Honda Freed S,Honda,2013,143000000,115000,Bensin
Toyota Hardtop ,Toyota,1986,300000000,5000,Bensin
Nissan Serena HWS,Nissan,2014,178000000,50000,Bensin
Timor SOHC ,Timor,1997,26000000,55000,Bensin
KIA Picanto M/T,KIA,2010,65000000,150000,Bensin
Datsun Go Panca T Active,Datsun,2019,138360000,5000,Bensin
Nissan Navara ,Nissan,2011,205000000,100000,Diesel
Suzuki Ertiga GX,Suzuki,2018,169000000,60000,Bensin
Mitsubishi Xpander EXCEED M/T,Mitsubishi,2018,215000000,20000,Bensin
Klasik dan Antik Klasik dan Antik ,Klasik dan Antik,1986,198000000,95000,Bensin
KIA Rio Hatchback,KIA,2013,125000000,45000,Bensin
Mazda ,Mazda,1988,30000000,205000,Bensin
Toyota Avanza S,Toyota,2010,112000000,115000,Bensin
Mercedes-Benz C-Class C280,Mercedes-Benz,2008,173000001,100000,Bensin
Mazda CX-5 Touring,Mazda,2013,199000000,60000,Bensin
KIA Sorento ,KIA,2013,189000000,35000,Bensin
Volkswagen Scirocco ,Volkswagen,2013,285000000,40000,Bensin
BMW Serie 3 318i E30 1.8,BMW,1991,40000000,45000,Bensin
Timor DOHC ,Timor,1998,35000000,100000,Bensin
KIA Picanto SE,KIA,2009,69000000,95000,Bensin
Jeep Rubicon ,Jeep,2012,665000000,55000,Bensin
Toyota Alphard 2.5 G,Toyota,2018,1050000000,10000,Bensin
Ford Fiesta Sport,Ford,2014,113000000,55000,Bensin
Maserati ,Maserati,2012,2400000000,15000,Bensin
Suzuki Ertiga GX,Suzuki,2014,130000000,80000,Bensin
KIA Carnival TD,KIA,2001,55000000,150000,Diesel
Mazda CX-7 ,Mazda,2009,169000000,70000,Bensin
Hyundai Avega GX,Hyundai,2009,51500000,100000,Bensin
Honda HR-V E CVT,Honda,2016,255000000,30000,Bensin
Mitsubishi Xpander ,Mitsubishi,2019,200000000,5000,Bensin
BMW Serie 3 323i E36 2.5,BMW,1996,87000000,170000,Bensin
Honda Brio Satya E,Honda,2014,101000000,30000,Bensin
Peugeot 206 Sporty,Peugeot,2003,53000000,65000,Bensin
Toyota Calya G,Toyota,2019,124000000,10000,Bensin
KIA ,KIA,1997,28500000,12500,Bensin
BMW Serie 3 320i Sport,BMW,2016,475000000,40000,Bensin
Nissan X-Trail ,Nissan,2015,189000000,115000,Bensin
BMW ,BMW,2014,420000000,30000,Bensin
Chevrolet Spin ,Chevrolet,2013,94000000,75000,Bensin
Suzuki Swift ,Suzuki,2008,85000000,150000,Bensin
Daihatsu Terios TX,Daihatsu,2013,145000000,75000,Bensin
Bentley Continental GT ,Bentley,2012,3750000000,15000,Bensin
Toyota Yaris TRD Sportivo,Toyota,2017,205000000,40000,Bensin
BMW Serie 5 528i Luxury,BMW,2015,550000000,40000,Bensin
Suzuki Ertiga ,Suzuki,2019,220500000,5000,Bensin
Porsche Cayenne ,Porsche,2016,1225000000,10000,Bensin
Mercedes-Benz C-Class C200,Mercedes-Benz,2011,165000000,100000,Bensin
Toyota Avanza Veloz,Toyota,2013,120000000,80000,Bensin
Nissan Serena Autech,Nissan,2011,135000000,95000,Bensin
Toyota Alphard 2.5 L,Toyota,2006,165000000,175000,Bensin
Ford Fiesta Trend,Ford,2011,79000000,70000,Bensin
Wuling ,Wuling,2019,338800000,5000,Bensin
Toyota Harrier 300G,Toyota,2001,68000000,20000,Bensin
Toyota Kijang Pick-Up ,Toyota,2002,28000000,140000,Bensin
Daihatsu Terios R,Daihatsu,2015,158000000,60000,Bensin
Mitsubishi Pajero Sport Dakar 2.4,Mitsubishi,2015,308000000,65000,Diesel
Suzuki APV Blind Van High,Suzuki,2012,68000000,145000,Bensin
Mazda Lantis ,Mazda,1998,38000000,60000,Bensin
Honda Freed S,Honda,2012,135000000,65000,Bensin
Mazda CX-5 Grand Touring,Mazda,2013,230000000,80000,Bensin
Honda Brio E,Honda,2015,108000000,50000,Bensin
Nissan Grand livina ,Nissan,2016,119000000,85000,Bensin
Toyota Rush ,Toyota,2013,122000000,75000,Bensin
Ssang Yong Rexton RX230 Deluxe,Ssang Yong,2003,76000000,35000,Bensin
Suzuki APV GX,Suzuki,2014,107000000,110000,Bensin
Mazda 2 R,Mazda,2012,105000000,20000,Bensin
Chevrolet Spin LTZ,Chevrolet,2013,117000000,70000,Bensin
Lexus RX 270 AL10,Lexus,2011,325750000,65000,Bensin
Dodge Journey SXT Plantinum,Dodge,2015,172000000,55000,Bensin
Nissan Grand livina ,Nissan,2013,106000000,115000,Bensin
Mitsubishi Outlander ,Mitsubishi,2012,172000000,110000,Bensin
Nissan X-Trail ,Nissan,2015,225000000,70000,Bensin
Volvo 960 ,Volvo,1994,18500000,155000,Bensin
Chevrolet Captiva ,Chevrolet,2010,138000000,85000,Diesel
Chevrolet Captiva ,Chevrolet,2010,137000000,105000,Diesel
Nissan Evalia SV,Nissan,2012,83000000,60000,Bensin
Datsun Go+ ,Datsun,2017,88000000,30000,Bensin
Mercedes-Benz C-Class C180,Mercedes-Benz,1994,45000000,5000,Bensin
Mazda 8 ,Mazda,2011,158000000,70000,Bensin
Suzuki Baleno ,Suzuki,1997,45000001,150000,Bensin
Daihatsu Sigra 1.0 M,Daihatsu,2017,96000000,30000,Bensin
Nissan Grand livina ,Nissan,2012,103000000,40000,Bensin
Mercedes-Benz C-Class C300,Mercedes-Benz,2016,1000000000,10000,Bensin
Jeep Wrangler  Sport X,Jeep,2014,895000000,75000,Bensin
BMW Serie 3 ,BMW,2016,695000000,30000,Bensin
Chevrolet Trooper 2.5 NA,Chevrolet,1989,30000000,12500,Diesel
Datsun Go+ ,Datsun,2019,112000000,5000,Bensin
Toyota Avanza G,Toyota,2011,129500000,75000,Bensin
Honda Civic 1.8L,Honda,2007,116000000,105000,Bensin
Mitsubishi L300 Pick Up,Mitsubishi,2016,155000000,70000,Diesel
BMW Serie 3 320i E90 Facelift,BMW,2009,210000000,85000,Bensin
Datsun Go+ Panca T,Datsun,2016,65000000,115000,Bensin
Nissan Grand livina ,Nissan,2008,75000000,205000,Bensin
Lexus RX 200T AL20,Lexus,2016,960000000,20000,Bensin
Lexus LX 470 V8 4.7 Automatic,Lexus,2002,300000000,135000,Bensin
Timor S515i 1.5 DOHC,Timor,2000,31500000,150000,Bensin
Suzuki APV GX,Suzuki,2015,120000000,110000,Bensin
Toyota Innova V Diesel,Toyota,2017,308000000,35000,Diesel
Honda Jazz S,Honda,2013,132000000,85000,Bensin
Mercedes-Benz C-Class C200,Mercedes-Benz,1995,55000000,185000,Bensin
Jeep Cherokee Limited,Jeep,2014,675000000,5000,Bensin
Toyota Calya G,Toyota,2019,114500000,10000,Bensin
BMW ,BMW,2014,785000000,25000,Bensin
Mazda 2 R,Mazda,2013,115500000,75000,Bensin
Toyota Calya G,Toyota,2017,122000000,25000,Bensin
Daihatsu Luxio X,Daihatsu,2017,147500000,20000,Bensin
Chevrolet Kalos ,Chevrolet,2010,39999999,40000,Bensin
Daihatsu Terios ,Daihatsu,2019,199000000,5000,Bensin
Mercedes-Benz S-Class S400 L,Mercedes-Benz,2015,1325000000,30000,Bensin
Hyundai H-1 Facelift Clasic CRDi,Hyundai,2012,170000000,80000,Diesel
Daihatsu Taruna CSR,Daihatsu,2002,75000000,15000,Bensin
Isuzu ,Isuzu,2002,85000000,55000,Diesel
Nissan Livina ,Nissan,2015,128000000,50000,Bensin
Mercedes-Benz CLS-Class ,Mercedes-Benz,2010,325000000,25000,Bensin
Mitsubishi Colt ,Mitsubishi,2018,246000000,10000,Diesel
Suzuki APV Mega Carry,Suzuki,2016,105000000,45000,Bensin
Nissan ,Nissan,2019,485000000,10000,Diesel
Nissan Grand livina ,Nissan,2011,97000000,110000,Bensin
Mazda 323 ,Mazda,1988,16000000,30000,Bensin
Toyota Kijang LSX,Toyota,2001,62000000,30000,Bensin
Mitsubishi Galant ,Mitsubishi,1996,58000000,100000,Bensin
Honda Brio E,Honda,2018,135000000,25000,Bensin
Opel Blazer Montera LN,Opel,2002,65000000,110000,Bensin
Honda CR-V ,Honda,2010,152000000,80000,Bensin
Mercedes-Benz C-Class C200,Mercedes-Benz,2013,310000000,95000,Bensin
Mazda 2 R,Mazda,2015,155000000,45000,Bensin
Timor SOHC ,Timor,1997,38000000,90000,Bensin
Honda Jazz RS M/T,Honda,2015,200000000,35000,Bensin
Mercedes-Benz E-Class E230,Mercedes-Benz,1997,52500000,5000,Bensin
Mazda Biante ,Mazda,2013,170000000,80000,Bensin
Toyota Avanza G,Toyota,2012,128000000,55000,Bensin
Mitsubishi Xpander ULTIMATE A/T,Mitsubishi,2019,280000000,5000,Bensin
Daihatsu Xenia X 1.3 STD,Daihatsu,2012,107000000,12500,Bensin
Isuzu Elf Minibus 2.8 Minibus Diesel,Isuzu,2013,290000000,200000,Diesel
Honda Mobilio E Prestige,Honda,2014,125000000,145000,Bensin
Chevrolet Spin ,Chevrolet,2015,119000000,40000,Bensin
Wuling Cortez ,Wuling,2018,200000000,30000,Bensin
KIA Carens I ,KIA,2000,37000000,80000,Bensin
Jeep Wrangler  Rubicon Unlimited,Jeep,2009,570000000,55000,Bensin
Mini Cooper Mini Cooper ,Mini Cooper,2015,555000000,15000,Bensin
Hino Dutro 300 Series,Hino,2014,194000000,115000,Diesel
Hyundai Avega GL,Hyundai,2008,58000000,105000,Bensin
Chrysler Grand Cherokee Limited,Chrysler,2000,180000000,150000,Bensin
Mercedes-Benz S-Class S320,Mercedes-Benz,2001,130000000,45000,Bensin
BMW X1 sDrive18i Executive,BMW,2017,550000000,15000,Bensin
Hyundai H-1 XG Next Generion,Hyundai,2009,100000000,115000,Bensin
KIA Picanto SE 2,KIA,2011,82000000,120000,Bensin
Toyota Fortuner G TRD,Toyota,2015,290000000,60000,Diesel
Ford Fiesta Sport,Ford,2011,99000000,65000,Bensin
Peugeot 206 XS,Peugeot,2004,42000000,105000,Bensin
Suzuki Swift ST,Suzuki,2008,79000000,145000,Bensin
Mercedes-Benz C-Class C200,Mercedes-Benz,2013,215000000,240000,Bensin
Hino Dutro 300 Series,Hino,2018,255000000,25000,Diesel
Ford Fiesta Trend,Ford,2011,87000000,100000,Bensin
Lain-lain ,Lain-lain,1995,50000000,20000,Bensin
Honda CR-V ,Honda,2010,178000000,105000,Bensin
Audi Audi A6 TFSI,Audi,2013,435000000,35000,Bensin
Hyundai H-1 ,Hyundai,2011,130000000,105000,Bensin
Land Rover Free Lander Td4,Land Rover,2005,170000000,195000,Diesel
Isuzu Panther LV,Isuzu,2001,71000000,105000,Diesel
Daihatsu Gran max ,Daihatsu,2014,100000000,110000,Bensin
Hyundai Santa Fe CRDi,Hyundai,2013,255000000,95000,Diesel
Toyota Rush G,Toyota,2010,118000000,105000,Bensin
Datsun Go Panca T Active,Datsun,2018,99000000,35000,Bensin
